title,rating,number_of_reviews,bought_in_last_month,total_price,listed_price,is_sponsored,is_couponed,buy_box_availability
"dewalt heavy duty magnetic power bank 5,000mah, rugged wireless portable charger, 18w fast charging battery pack, usb-c to c w/usb adapter cable 4', water resistant, works w/magsafe iphone 16/15/14",3.8,241,200,57.99,57.99,0,no,1
humminbird 410190-1 helix 5 sonar g2,4.5,663,100,212.06,212.06,0,no,1
"hisense 40-inch class h4 series led roku smart tv with alexa compatibility (40h4f, 2020 model)",4.5,8963,100,184.95,184.95,0,no,1
ge 3-outlet power strip surge protector 15 ft braided long cord extension cord surge protector power strip flat plug extension cord 250 joules ul listed black 44237,4.8,20354,500,12.23,12.23,0,no,1
"hp 213x high yield yellow original laserjet toner cartridge, w2132x. works laserjet enterprise 5700, 5800, 6700, 6701, 6800, 6801",5.0,4,50,321.89,321.89,0,no,1
"razer joro portable wireless gaming keyboard: thin, light, compact - chroma rgb - low profile switches - bluetooth - long battery life - snap tap - for pc & mac laptops, steam deck, smartphone, tablet",4.4,42,100,139.99,139.99,0,no,1
apple magic keyboard - us english - silver (renewed),4.4,227,200,59.91,66.0,0,no,0
"amazon basics 6-in-1 usb-c 3.2 (10g) hub, 1 usb-c 100w pd input, 2 usb-a, 1 usb-c, hdmi 4k, ethernet, light grey, 11.94 x 4.6 x 1.5cm",4.2,207,300,29.98,29.98,0,no,1
"mounting dream sliding tv wall mount for 42-86"" tvs, full motion articulating dual arms, easy tv centering, max vesa 600x400mm, 132 lbs, md2198",4.8,3552,200,98.99,129.99,0,no,0
corsair sf1000 (2024) fully modular 80 plus platinum atx power supply with low noise – atx 3.1 suitable – pcie 5.1 prepared – sfx to atx bracket included – black,4.6,56,50,256.9,256.9,0,no,1
"lenovo thinkpad e16 gen 2 business ai laptop (16"" fhd+ anti-glare, intel core ultra 5 125u (> i7-1355u), 32gb ddr5 ram, 1tb ssd) fingerprint, backlit, thunderbolt 4, ethernet, win 11 pro, 2025, black",4.7,4,50,899.98,1699.99,0,no,0
"hape kid’s wooden toy ukulele | 21 inch wooden ukulele musical instrument with vibrant sound and tunable nylon strings for children, blue",4.4,4965,300,12.16,24.99,0,no,1
"kenwood kfc-1066s 4"" 2-way speakers",4.7,386,200,32.99,32.99,0,no,1
"weboost overland antenna for drive reach cell phone signal boosters | boosts 5g & 4g lte for all u.s. carriers - verizon, at&t, t-mobile & more | made in the usa | fcc approved (model 311248)",4.3,46,100,119.99,119.99,0,no,1
"nintendo wii console, white (renewed)",4.2,3630,100,69.95,69.95,0,no,0
"acer laptop stand for desk - with 360 swivel base, rotating laptop riser for desk, adjustable computer stand for laptops, ergonomic riser holder foldable, portable macbook pro air (10-16"") - silver",4.7,77,200,29.99,45.99,0,no,1
asurion 2 year furniture protection plan ($2000 - $2999.99),4.5,343,200,69.95,69.95,0,no,0
asurion 2 year baby protection plan ($100 - $124.99),4.3,193,200,69.95,69.95,0,no,0
"ugreen usb c to aux type c to 3.5mm audio adapter hi-res 32bit/384khz stereo cord headphone male car auxiliary cable compatible with iphone 16 15 pro max plus, galaxy s25 s24 ultra ipad pixel 9, 3.3ft",4.5,289,400,13.99,13.99,0,<25%,1
asurion 3 year kitchen protection plan ($1500 - $1999.99),4.4,67,200,69.95,69.95,0,no,0
"ugreen 35w usb c charger, nexode 2-ports gan foldable pps compact fast wall charger block for iphone 16/15/14/13, galaxy s25/s24/s23, pixel 8 pro/8/7, ipad, macbook, steam deck",4.8,1926,500,18.99,25.99,0,no,1
nintendo wii u console 32gb basic set - black (renewed),4.2,244,100,197.95,197.95,0,no,0
"dymo labelwriter 550 direct thermal label printer with usb connectivity, black monochrome barcode label maker - 62 labels per minute, auto label recognition",3.8,44,100,69.95,69.95,0,no,0
"hp probook 460 g11 business laptop (16"" fhd+ anti-glare, intel core ultra 5 125u (> i7-1355u), 32gb ddr5 ram, 1tb ssd) backlit, fingerprint, 1080p webcam, wolf security, win 11 pro, 2025 ai pc",5.0,6,200,69.95,69.95,0,no,0
speck products ipad (10th gen - 2022) stylefolio with microban (black/slate grey),4.6,244,300,19.88,19.88,0,no,1
"canon eos 5d mark iv digital slr camera (body only), full-frame dslr camera, 30.4 megapixel cmos sensor, 4k video, content creator camera, ef mount, black",4.6,978,200,69.95,69.95,0,no,0
asurion 3 year camera protection plan ($175 - $199.99),4.5,1217,200,69.95,69.95,0,no,0
"victrola stream onyx - wi-fi streaming 2-speed turntable with bluetooth output, works with sonos, upnp wi-fi streaming, roon ready relay, premium moving magnet cartridge and aluminum tonearm (black)",3.6,285,50,459.88,799.99,0,no,1
"westinghouse roku tv - 43 inch smart tv, 1080p fhd television with wi-fi connectivity and mobile app, flat screen, bluetooth, compatible with apple airplay, alexa and google assistant",4.5,999,50,69.95,69.95,0,no,0
"encased grip-x magnetic bar mount, compatible with magsafe - phone holder for gym, home fitness bikes, workout equipment, stroller and cart handlebars (iphone 16, iphone 15, 14, 13 series)",4.1,445,300,18.99,25.99,0,no,1
"samsung pro ultimate microsd memory card + adapter, 256gb microsdxc, up to 200 mb/s, 4k uhd, uhs-i, class 10, u3,v30, a2 for gopro action cam, dji drone, gaming, phones, tablets, mb-my256sa/am",4.8,1241,200,34.99,34.99,0,no,1
"brother tn660 (tn-660) high yield black toner cartridge, 3-pack",4.5,105,100,69.95,69.95,0,no,0
razer huntsman v3 pro mini 60% esports gaming keyboard: analog optical switches snap tap - rapid trigger - adjustable actuation - dual-purpose mod keys - doubleshot pbt keycaps - white,4.2,650,100,144.9,179.99,0,no,1
godox sk400ii-v (new upgrade) 400ws bowens mount photo studio 2.4ghz gn65 built-in led modeling lamp 5600±200k strobe light photography lamp for product/wedding/portrait,4.4,91,50,152.0,169.0,0,no,1
"crucial 32gb kit (16gbx2), 260-pin sodimm, ddr4 pc4-21300,",4.8,5391,100,99.2,99.2,0,no,1
"hape kid’s wooden toy ukulele | 21 inch wooden ukulele musical instrument with vibrant sound and tunable nylon strings for children, blue",4.4,4965,300,12.16,24.99,0,no,1
"kenwood kfc-1066s 4"" 2-way speakers",4.7,386,200,32.99,32.99,0,no,1
"weboost overland antenna for drive reach cell phone signal boosters | boosts 5g & 4g lte for all u.s. carriers - verizon, at&t, t-mobile & more | made in the usa | fcc approved (model 311248)",4.3,46,100,119.99,119.99,0,no,1
"nintendo wii console, white (renewed)",4.2,3630,100,69.95,69.95,0,no,0
"acer laptop stand for desk - with 360 swivel base, rotating laptop riser for desk, adjustable computer stand for laptops, ergonomic riser holder foldable, portable macbook pro air (10-16"") - silver",4.7,77,200,29.99,45.99,0,no,1
asurion 2 year furniture protection plan ($2000 - $2999.99),4.5,343,200,69.95,69.95,0,no,0
asurion 2 year baby protection plan ($100 - $124.99),4.3,193,200,69.95,69.95,0,no,0
"ugreen usb c to aux type c to 3.5mm audio adapter hi-res 32bit/384khz stereo cord headphone male car auxiliary cable compatible with iphone 16 15 pro max plus, galaxy s25 s24 ultra ipad pixel 9, 3.3ft",4.5,289,400,13.99,13.99,0,<25%,1
asurion 3 year kitchen protection plan ($1500 - $1999.99),4.4,67,200,69.95,69.95,0,no,0
"ugreen 35w usb c charger, nexode 2-ports gan foldable pps compact fast wall charger block for iphone 16/15/14/13, galaxy s25/s24/s23, pixel 8 pro/8/7, ipad, macbook, steam deck",4.8,1926,500,18.99,25.99,0,no,1
nintendo wii u console 32gb basic set - black (renewed),4.2,244,100,197.95,197.95,0,no,0
"dymo labelwriter 550 direct thermal label printer with usb connectivity, black monochrome barcode label maker - 62 labels per minute, auto label recognition",3.8,44,100,69.95,69.95,0,no,0
"hp probook 460 g11 business laptop (16"" fhd+ anti-glare, intel core ultra 5 125u (> i7-1355u), 32gb ddr5 ram, 1tb ssd) backlit, fingerprint, 1080p webcam, wolf security, win 11 pro, 2025 ai pc",5.0,6,200,69.95,69.95,0,no,0
speck products ipad (10th gen - 2022) stylefolio with microban (black/slate grey),4.6,244,300,19.88,19.88,0,no,1
"canon eos 5d mark iv digital slr camera (body only), full-frame dslr camera, 30.4 megapixel cmos sensor, 4k video, content creator camera, ef mount, black",4.6,978,200,69.95,69.95,0,no,0
asurion 3 year camera protection plan ($175 - $199.99),4.5,1217,200,69.95,69.95,0,no,0
"victrola stream onyx - wi-fi streaming 2-speed turntable with bluetooth output, works with sonos, upnp wi-fi streaming, roon ready relay, premium moving magnet cartridge and aluminum tonearm (black)",3.6,285,50,459.88,799.99,0,no,1
"westinghouse roku tv - 43 inch smart tv, 1080p fhd television with wi-fi connectivity and mobile app, flat screen, bluetooth, compatible with apple airplay, alexa and google assistant",4.5,999,50,69.95,69.95,0,no,0
"encased grip-x magnetic bar mount, compatible with magsafe - phone holder for gym, home fitness bikes, workout equipment, stroller and cart handlebars (iphone 16, iphone 15, 14, 13 series)",4.1,445,300,18.99,25.99,0,no,1
"samsung pro ultimate microsd memory card + adapter, 256gb microsdxc, up to 200 mb/s, 4k uhd, uhs-i, class 10, u3,v30, a2 for gopro action cam, dji drone, gaming, phones, tablets, mb-my256sa/am",4.8,1241,200,34.99,34.99,0,no,1
"brother tn660 (tn-660) high yield black toner cartridge, 3-pack",4.5,105,100,69.95,69.95,0,no,0
razer huntsman v3 pro mini 60% esports gaming keyboard: analog optical switches snap tap - rapid trigger - adjustable actuation - dual-purpose mod keys - doubleshot pbt keycaps - white,4.2,650,100,144.9,179.99,0,no,1
godox sk400ii-v (new upgrade) 400ws bowens mount photo studio 2.4ghz gn65 built-in led modeling lamp 5600±200k strobe light photography lamp for product/wedding/portrait,4.4,91,50,152.0,169.0,0,no,1
"crucial 32gb kit (16gbx2), 260-pin sodimm, ddr4 pc4-21300,",4.8,5391,100,99.2,99.2,0,no,1
pyle 300w bluetooth marine stereo receiver - single din in-dash am/fm radio with usb/sd - aux - mp3 - built-in mic - eq - wireless music streaming - remote - 12v - plmrm29bt,4.1,1675,300,55.99,55.99,0,no,1
"tp-link eap615-wall | omada business wifi 6 ax1800 in-wall wireless gigabit access point | support ofdma, mu-mimo & beamforming | poe powered | support omada sdn | cloud access & omada app",4.6,328,100,89.99,89.99,0,no,1
"skytech gaming azure 3 desktop pc, ryzen 7 7800x3d 4.2 ghz (5ghz turbo), nvidia rtx 5060 ti 16gb, 1tb gen4 nvme ssd, 32gb ddr5 ram 6000 rgb, 650w gold psu, 360mm argb aio, wi-fi, win 11",4.1,155,50,69.95,69.95,0,>=10$,1
"lg electronics lg bdxl drive - external, pc, usb, black (wp50nb40)",4.4,1324,200,69.95,69.95,0,no,0
sigma 16-300mm f3.5 - 6.7 dc os contemporary lens (canon rf mount),4.5,7,50,769.0,769.0,0,no,1
"fintie keyboard case for samsung galaxy tab a9 plus/a9+ 5g 11 inch 2023 model (sm-x210/x216/x218), slim lightweight stand cover with magnetically detachable wireless bluetooth keyboard, black",4.5,686,300,27.99,27.99,0,no,1
"lenovo ideapad slim 3 laptop computer for home student study, intel 10-core i7-13620h (beat ultra 7 255u), 16gb ddr5 ram, 512gb pcie ssd, 16"" fhd+, wifi 6, bluetooth 5.2, luna grey, windows 11 pro",4.8,14,50,699.99,2899.0,0,no,0
"monoprice xlr male to xlr female cable - for microphone, gold plated, 16awg, 10 feet, black - premier series",4.7,4870,500,11.99,18.98,0,no,1
"samsung galaxy buds live, wireless earbuds w/active noise cancelling, mystic black, international version",4.5,8688,200,69.95,69.95,0,no,0
corsair rm1200x shift fully modular atx power supply - 80 plus gold - atx 3.0 - pcie 5.0 - zero rpm - modular side interface - white,4.6,75,100,269.99,269.99,0,no,1
"apple mid 2015 ipad mini 4 7.9-inch, wi-fi, 64gb gold (renewed)",3.9,483,200,109.0,109.0,0,no,0
"hp 2025 omnidesk (envy next brand) m02 ai copilot business tower desktop, core i7-14700, 32gb ddr5, 1tb ssd, wired kb & mouse, wi-fi 6, bluetooth, w11p, bundle with lexar sl660 512gb portable ssd",5.0,1,50,949.0,949.0,0,no,1
"keychron b6 pro ultra-thin wireless keyboard, full-size zmk with numeric keypad quiet typing, 2.4 ghz/bluetooth 5.2/wired connection long battery life, compatible with mac windows linux - space gray",4.0,68,200,38.24,44.99,0,no,1
"dewalt heavy duty magnetic power bank 5,000mah, rugged wireless portable charger, 18w fast charging battery pack, usb-c to c w/usb adapter cable 4', water resistant, works w/magsafe iphone 16/15/14",3.8,241,200,57.99,57.99,0,no,1
humminbird 410190-1 helix 5 sonar g2,4.5,663,100,212.06,212.06,0,no,1
"hisense 40-inch class h4 series led roku smart tv with alexa compatibility (40h4f, 2020 model)",4.5,8963,100,184.95,184.95,0,no,1
ge 3-outlet power strip surge protector 15 ft braided long cord extension cord surge protector power strip flat plug extension cord 250 joules ul listed black 44237,4.8,20354,500,12.23,12.23,0,no,1
"hp 213x high yield yellow original laserjet toner cartridge, w2132x. works laserjet enterprise 5700, 5800, 6700, 6701, 6800, 6801",5.0,4,50,321.89,321.89,0,no,1
"razer joro portable wireless gaming keyboard: thin, light, compact - chroma rgb - low profile switches - bluetooth - long battery life - snap tap - for pc & mac laptops, steam deck, smartphone, tablet",4.4,42,100,139.99,139.99,0,no,1
apple magic keyboard - us english - silver (renewed),4.4,227,200,59.91,66.0,0,no,0
"amazon basics 6-in-1 usb-c 3.2 (10g) hub, 1 usb-c 100w pd input, 2 usb-a, 1 usb-c, hdmi 4k, ethernet, light grey, 11.94 x 4.6 x 1.5cm",4.2,207,300,29.98,29.98,0,no,1
"mounting dream sliding tv wall mount for 42-86"" tvs, full motion articulating dual arms, easy tv centering, max vesa 600x400mm, 132 lbs, md2198",4.8,3552,200,98.99,129.99,0,no,0
corsair sf1000 (2024) fully modular 80 plus platinum atx power supply with low noise – atx 3.1 suitable – pcie 5.1 prepared – sfx to atx bracket included – black,4.6,56,50,256.9,256.9,0,no,1
"lenovo thinkpad e16 gen 2 business ai laptop (16"" fhd+ anti-glare, intel core ultra 5 125u (> i7-1355u), 32gb ddr5 ram, 1tb ssd) fingerprint, backlit, thunderbolt 4, ethernet, win 11 pro, 2025, black",4.7,4,50,899.98,1699.99,0,no,0
"duracell coppertop 9v battery, 6 count (pack of 1), 9 volt battery with long-lasting power, all-purpose alkaline 9v battery for household and office devices",4.8,5257,20000,19.69,23.26,1,no,1
"fila smart watch for men women (answer/make calls), 1.95"" fitness watch with heart rate/sleep monitor, step counter, fitness tracker with 100+ sports for android ios",4.6,63,200,76.99,76.99,1,no,1
d'addario mic mute infared microphone sensor - feedback eliminator,4.9,20,100,99.99,99.99,1,no,1
"hape kid’s wooden toy ukulele | 21 inch wooden ukulele musical instrument with vibrant sound and tunable nylon strings for children, blue",4.4,4965,300,12.16,24.99,0,no,1
"kenwood kfc-1066s 4"" 2-way speakers",4.7,386,200,32.99,32.99,0,no,1
"weboost overland antenna for drive reach cell phone signal boosters | boosts 5g & 4g lte for all u.s. carriers - verizon, at&t, t-mobile & more | made in the usa | fcc approved (model 311248)",4.3,46,100,119.99,119.99,0,no,1
"nintendo wii console, white (renewed)",4.2,3630,100,69.95,69.95,0,no,0
"acer laptop stand for desk - with 360 swivel base, rotating laptop riser for desk, adjustable computer stand for laptops, ergonomic riser holder foldable, portable macbook pro air (10-16"") - silver",4.7,77,200,29.99,45.99,0,no,1
asurion 2 year furniture protection plan ($2000 - $2999.99),4.5,343,200,69.95,69.95,0,no,0
asurion 2 year baby protection plan ($100 - $124.99),4.3,193,200,69.95,69.95,0,no,0
"ugreen usb c to aux type c to 3.5mm audio adapter hi-res 32bit/384khz stereo cord headphone male car auxiliary cable compatible with iphone 16 15 pro max plus, galaxy s25 s24 ultra ipad pixel 9, 3.3ft",4.5,289,400,13.99,13.99,0,<25%,1
asurion 3 year kitchen protection plan ($1500 - $1999.99),4.4,67,200,69.95,69.95,0,no,0
"ugreen 35w usb c charger, nexode 2-ports gan foldable pps compact fast wall charger block for iphone 16/15/14/13, galaxy s25/s24/s23, pixel 8 pro/8/7, ipad, macbook, steam deck",4.8,1926,500,18.99,25.99,0,no,1
nintendo wii u console 32gb basic set - black (renewed),4.2,244,100,197.95,197.95,0,no,0
"dymo labelwriter 550 direct thermal label printer with usb connectivity, black monochrome barcode label maker - 62 labels per minute, auto label recognition",3.8,44,100,69.95,69.95,0,no,0
"monster open ear ac360, wireless bluetooth rotary earphone, with lanyard, upgraded bluetooth 6.0, touch control, 24h long battery life, ipx5 waterproof,long-lasting wear without fatigue",4.9,17,200,29.99,169.99,1,no,1
"rca 10.1"" wifi digital picture frame uhale app photo frames electronic hd ips touch screen display with 32gb memory led lights, support usb/sd card, slideshow, instantly share photos videos",3.7,7,200,49.99,79.99,1,no,0
"trx training 6 month on-demand membership - unlimited access to expert-led workouts, personalized programs, strength, cardio & recovery - train anytime",4.7,8,200,49.95,49.95,1,no,1
"hp probook 460 g11 business laptop (16"" fhd+ anti-glare, intel core ultra 5 125u (> i7-1355u), 32gb ddr5 ram, 1tb ssd) backlit, fingerprint, 1080p webcam, wolf security, win 11 pro, 2025 ai pc",5.0,6,200,69.95,69.95,0,no,0
speck products ipad (10th gen - 2022) stylefolio with microban (black/slate grey),4.6,244,300,19.88,19.88,0,no,1
"canon eos 5d mark iv digital slr camera (body only), full-frame dslr camera, 30.4 megapixel cmos sensor, 4k video, content creator camera, ef mount, black",4.6,978,200,69.95,69.95,0,no,0
asurion 3 year camera protection plan ($175 - $199.99),4.5,1217,200,69.95,69.95,0,no,0
"victrola stream onyx - wi-fi streaming 2-speed turntable with bluetooth output, works with sonos, upnp wi-fi streaming, roon ready relay, premium moving magnet cartridge and aluminum tonearm (black)",3.6,285,50,459.88,799.99,0,no,1
"westinghouse roku tv - 43 inch smart tv, 1080p fhd television with wi-fi connectivity and mobile app, flat screen, bluetooth, compatible with apple airplay, alexa and google assistant",4.5,999,50,69.95,69.95,0,no,0
"encased grip-x magnetic bar mount, compatible with magsafe - phone holder for gym, home fitness bikes, workout equipment, stroller and cart handlebars (iphone 16, iphone 15, 14, 13 series)",4.1,445,300,18.99,25.99,0,no,1
"samsung pro ultimate microsd memory card + adapter, 256gb microsdxc, up to 200 mb/s, 4k uhd, uhs-i, class 10, u3,v30, a2 for gopro action cam, dji drone, gaming, phones, tablets, mb-my256sa/am",4.8,1241,200,34.99,34.99,0,no,1
"brother tn660 (tn-660) high yield black toner cartridge, 3-pack",4.5,105,100,69.95,69.95,0,no,0
razer huntsman v3 pro mini 60% esports gaming keyboard: analog optical switches snap tap - rapid trigger - adjustable actuation - dual-purpose mod keys - doubleshot pbt keycaps - white,4.2,650,100,144.9,179.99,0,no,1
godox sk400ii-v (new upgrade) 400ws bowens mount photo studio 2.4ghz gn65 built-in led modeling lamp 5600±200k strobe light photography lamp for product/wedding/portrait,4.4,91,50,152.0,169.0,0,no,1
"crucial 32gb kit (16gbx2), 260-pin sodimm, ddr4 pc4-21300,",4.8,5391,100,99.2,99.2,0,no,1
"wd_black 4tb sn850x nvme internal gaming ssd solid state drive - gen4 pcie, m.2 2280, up to 7,300 mb/s - wds400t2x0e",4.8,28294,1000,269.99,283.99,1,no,1
godox v1 pro c v1pro-c usa version flash for canon camera ttl round head 2980mah 76w battery 500 full power flashes e-ttl 1/8000s hss 1.3s recycle time 2.4g wireless led modeling lamp,4.7,30,200,299.0,329.0,1,no,1
seagate ironwolf 4tb nas internal hard drive cmr 3.5 inch sata 6gb/s 5400 rpm 64mb cache for raid network attached storage rescue services (st4000vnz06/006),4.4,12159,1000,84.99,99.99,1,no,1
pyle 300w bluetooth marine stereo receiver - single din in-dash am/fm radio with usb/sd - aux - mp3 - built-in mic - eq - wireless music streaming - remote - 12v - plmrm29bt,4.1,1675,300,55.99,55.99,0,no,1
"tp-link eap615-wall | omada business wifi 6 ax1800 in-wall wireless gigabit access point | support ofdma, mu-mimo & beamforming | poe powered | support omada sdn | cloud access & omada app",4.6,328,100,89.99,89.99,0,no,1
"skytech gaming azure 3 desktop pc, ryzen 7 7800x3d 4.2 ghz (5ghz turbo), nvidia rtx 5060 ti 16gb, 1tb gen4 nvme ssd, 32gb ddr5 ram 6000 rgb, 650w gold psu, 360mm argb aio, wi-fi, win 11",4.1,155,50,69.95,69.95,0,>=10$,1
"lg electronics lg bdxl drive - external, pc, usb, black (wp50nb40)",4.4,1324,200,69.95,69.95,0,no,0
sigma 16-300mm f3.5 - 6.7 dc os contemporary lens (canon rf mount),4.5,7,50,769.0,769.0,0,no,1
"fintie keyboard case for samsung galaxy tab a9 plus/a9+ 5g 11 inch 2023 model (sm-x210/x216/x218), slim lightweight stand cover with magnetically detachable wireless bluetooth keyboard, black",4.5,686,300,27.99,27.99,0,no,1
"lenovo ideapad slim 3 laptop computer for home student study, intel 10-core i7-13620h (beat ultra 7 255u), 16gb ddr5 ram, 512gb pcie ssd, 16"" fhd+, wifi 6, bluetooth 5.2, luna grey, windows 11 pro",4.8,14,50,699.99,2899.0,0,no,0
"monoprice xlr male to xlr female cable - for microphone, gold plated, 16awg, 10 feet, black - premier series",4.7,4870,500,11.99,18.98,0,no,1
"samsung galaxy buds live, wireless earbuds w/active noise cancelling, mystic black, international version",4.5,8688,200,69.95,69.95,0,no,0
corsair rm1200x shift fully modular atx power supply - 80 plus gold - atx 3.0 - pcie 5.0 - zero rpm - modular side interface - white,4.6,75,100,269.99,269.99,0,no,1
"apple mid 2015 ipad mini 4 7.9-inch, wi-fi, 64gb gold (renewed)",3.9,483,200,109.0,109.0,0,no,0
"hp 2025 omnidesk (envy next brand) m02 ai copilot business tower desktop, core i7-14700, 32gb ddr5, 1tb ssd, wired kb & mouse, wi-fi 6, bluetooth, w11p, bundle with lexar sl660 512gb portable ssd",5.0,1,50,949.0,949.0,0,no,1
"keychron b6 pro ultra-thin wireless keyboard, full-size zmk with numeric keypad quiet typing, 2.4 ghz/bluetooth 5.2/wired connection long battery life, compatible with mac windows linux - space gray",4.0,68,200,38.24,44.99,0,no,1
"dewalt heavy duty magnetic power bank 5,000mah, rugged wireless portable charger, 18w fast charging battery pack, usb-c to c w/usb adapter cable 4', water resistant, works w/magsafe iphone 16/15/14",3.8,241,200,57.99,57.99,0,no,1
humminbird 410190-1 helix 5 sonar g2,4.5,663,100,212.06,212.06,0,no,1
"hisense 40-inch class h4 series led roku smart tv with alexa compatibility (40h4f, 2020 model)",4.5,8963,100,184.95,184.95,0,no,1
ge 3-outlet power strip surge protector 15 ft braided long cord extension cord surge protector power strip flat plug extension cord 250 joules ul listed black 44237,4.8,20354,500,12.23,12.23,0,no,1
"hp 213x high yield yellow original laserjet toner cartridge, w2132x. works laserjet enterprise 5700, 5800, 6700, 6701, 6800, 6801",5.0,4,50,321.89,321.89,0,no,1
"razer joro portable wireless gaming keyboard: thin, light, compact - chroma rgb - low profile switches - bluetooth - long battery life - snap tap - for pc & mac laptops, steam deck, smartphone, tablet",4.4,42,100,139.99,139.99,0,no,1
apple magic keyboard - us english - silver (renewed),4.4,227,200,59.91,66.0,0,no,0
"amazon basics 6-in-1 usb-c 3.2 (10g) hub, 1 usb-c 100w pd input, 2 usb-a, 1 usb-c, hdmi 4k, ethernet, light grey, 11.94 x 4.6 x 1.5cm",4.2,207,300,29.98,29.98,0,no,1
"mounting dream sliding tv wall mount for 42-86"" tvs, full motion articulating dual arms, easy tv centering, max vesa 600x400mm, 132 lbs, md2198",4.8,3552,200,98.99,129.99,0,no,0
corsair sf1000 (2024) fully modular 80 plus platinum atx power supply with low noise – atx 3.1 suitable – pcie 5.1 prepared – sfx to atx bracket included – black,4.6,56,50,256.9,256.9,0,no,1
"lenovo thinkpad e16 gen 2 business ai laptop (16"" fhd+ anti-glare, intel core ultra 5 125u (> i7-1355u), 32gb ddr5 ram, 1tb ssd) fingerprint, backlit, thunderbolt 4, ethernet, win 11 pro, 2025, black",4.7,4,50,899.98,1699.99,0,no,0
pyle 300w bluetooth marine stereo receiver - single din in-dash am/fm radio with usb/sd - aux - mp3 - built-in mic - eq - wireless music streaming - remote - 12v - plmrm29bt,4.1,1675,300,55.99,55.99,0,no,1
"tp-link eap615-wall | omada business wifi 6 ax1800 in-wall wireless gigabit access point | support ofdma, mu-mimo & beamforming | poe powered | support omada sdn | cloud access & omada app",4.6,328,100,89.99,89.99,0,no,1
"skytech gaming azure 3 desktop pc, ryzen 7 7800x3d 4.2 ghz (5ghz turbo), nvidia rtx 5060 ti 16gb, 1tb gen4 nvme ssd, 32gb ddr5 ram 6000 rgb, 650w gold psu, 360mm argb aio, wi-fi, win 11",4.1,155,50,69.95,69.95,0,>=10$,1
"lg electronics lg bdxl drive - external, pc, usb, black (wp50nb40)",4.4,1324,200,69.95,69.95,0,no,0
sigma 16-300mm f3.5 - 6.7 dc os contemporary lens (canon rf mount),4.5,7,50,769.0,769.0,0,no,1
"fintie keyboard case for samsung galaxy tab a9 plus/a9+ 5g 11 inch 2023 model (sm-x210/x216/x218), slim lightweight stand cover with magnetically detachable wireless bluetooth keyboard, black",4.5,686,300,27.99,27.99,0,no,1
"lenovo ideapad slim 3 laptop computer for home student study, intel 10-core i7-13620h (beat ultra 7 255u), 16gb ddr5 ram, 512gb pcie ssd, 16"" fhd+, wifi 6, bluetooth 5.2, luna grey, windows 11 pro",4.8,14,50,699.99,2899.0,0,no,0
"monoprice xlr male to xlr female cable - for microphone, gold plated, 16awg, 10 feet, black - premier series",4.7,4870,500,11.99,18.98,0,no,1
"samsung galaxy buds live, wireless earbuds w/active noise cancelling, mystic black, international version",4.5,8688,200,69.95,69.95,0,no,0
corsair rm1200x shift fully modular atx power supply - 80 plus gold - atx 3.0 - pcie 5.0 - zero rpm - modular side interface - white,4.6,75,100,269.99,269.99,0,no,1
"apple mid 2015 ipad mini 4 7.9-inch, wi-fi, 64gb gold (renewed)",3.9,483,200,109.0,109.0,0,no,0
"hp 2025 omnidesk (envy next brand) m02 ai copilot business tower desktop, core i7-14700, 32gb ddr5, 1tb ssd, wired kb & mouse, wi-fi 6, bluetooth, w11p, bundle with lexar sl660 512gb portable ssd",5.0,1,50,949.0,949.0,0,no,1
"keychron b6 pro ultra-thin wireless keyboard, full-size zmk with numeric keypad quiet typing, 2.4 ghz/bluetooth 5.2/wired connection long battery life, compatible with mac windows linux - space gray",4.0,68,200,38.24,44.99,0,no,1
"dewalt heavy duty magnetic power bank 5,000mah, rugged wireless portable charger, 18w fast charging battery pack, usb-c to c w/usb adapter cable 4', water resistant, works w/magsafe iphone 16/15/14",3.8,241,200,57.99,57.99,0,no,1
humminbird 410190-1 helix 5 sonar g2,4.5,663,100,212.06,212.06,0,no,1
"hisense 40-inch class h4 series led roku smart tv with alexa compatibility (40h4f, 2020 model)",4.5,8963,100,184.95,184.95,0,no,1
ge 3-outlet power strip surge protector 15 ft braided long cord extension cord surge protector power strip flat plug extension cord 250 joules ul listed black 44237,4.8,20354,500,12.23,12.23,0,no,1
"hp 213x high yield yellow original laserjet toner cartridge, w2132x. works laserjet enterprise 5700, 5800, 6700, 6701, 6800, 6801",5.0,4,50,321.89,321.89,0,no,1
"razer joro portable wireless gaming keyboard: thin, light, compact - chroma rgb - low profile switches - bluetooth - long battery life - snap tap - for pc & mac laptops, steam deck, smartphone, tablet",4.4,42,100,139.99,139.99,0,no,1
apple magic keyboard - us english - silver (renewed),4.4,227,200,59.91,66.0,0,no,0
"amazon basics 6-in-1 usb-c 3.2 (10g) hub, 1 usb-c 100w pd input, 2 usb-a, 1 usb-c, hdmi 4k, ethernet, light grey, 11.94 x 4.6 x 1.5cm",4.2,207,300,29.98,29.98,0,no,1
"mounting dream sliding tv wall mount for 42-86"" tvs, full motion articulating dual arms, easy tv centering, max vesa 600x400mm, 132 lbs, md2198",4.8,3552,200,98.99,129.99,0,no,0
corsair sf1000 (2024) fully modular 80 plus platinum atx power supply with low noise – atx 3.1 suitable – pcie 5.1 prepared – sfx to atx bracket included – black,4.6,56,50,256.9,256.9,0,no,1
